Sat Mar 14 23:39:44 2015
number_of_requests,total_time_test,req_per_sec_v2,speed,traffic_total,traffic_header,traffic_data,min_request,max_request,mean_request,sd_request,sd_percent_request,succeeded_requests,succeeded_failed
485,1620.0000,298.80,717.17,1189705,63535,1102890,283.5000,300.7460,290.3840,4.6010,49.71,485,0
487,1623.0000,299.30,718.15,1194611,63797,1107438,283.5020,342.7560,290.5120,8.3920,59.26,487,0
489,2323.0000,248.00,594.85,1199517,64059,1111986,283.5170,789.0550,319.3130,107.1190,59.92,489,0
491,2171.0000,238.40,572.38,1204423,64321,1116534,283.5720,648.6360,298.1100,34.2770,63.99,491,0
493,1794.0000,287.50,689.75,1209329,64583,1121082,283.5090,527.1850,294.2820,30.1530,65.72,493,0
495,1632.0000,302.80,726.57,1214235,64845,1125630,283.4840,297.6650,290.1350,4.4920,50.32,495,0
497,2005.0000,278.40,668.21,1219141,65107,1130178,283.5030,568.4700,297.5370,39.5410,63.90,497,0
499,1632.0000,304.90,731.90,1224047,65369,1134726,283.5160,299.1130,290.1780,4.5920,49.36,499,0
501,1642.0000,304.50,730.83,1228953,65631,1139274,283.5150,299.5100,290.2930,4.5420,50.34,501,0
503,2318.0000,259.90,624.16,1233859,65893,1143822,283.5100,984.7720,361.3440,173.1570,63.22,503,0
505,1675.0000,301.30,723.20,1238765,66155,1148370,283.4940,298.0600,290.1520,4.4550,51.33,505,0
507,2586.0000,235.60,565.92,1243671,66417,1152918,283.5160,1132.3950,312.2000,92.4070,69.07,507,0
509,2809.0000,193.80,465.91,1248577,66679,1157466,284.3680,1467.9660,331.7940,136.7830,85.28,509,0
